,0,pp_tag,pp_descr,1
242,I saw the man with the needle.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the needle] .,I-ARG1
243,I saw the man with the clipboard.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the clipboard] .,I-ARG1
244,I saw the man with the shovel.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the shovel] .,I-ARG1
245,I saw the man with the umbrella.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the umbrella] .,I-ARG1
246,I saw the man with the camera.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the camera] .,I-ARG1
247,I saw the man with the scarf.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the scarf] .,I-ARG1
248,I saw the man with the bow.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the bow] .,I-ARG1
249,I saw the man with the cane.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the cane] .,I-ARG1
250,I saw the man with the knives.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the knives] .,I-ARG1
251,I saw the man with the sunglasses.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the sunglasses] .,I-ARG1
252,I saw the man with the weapons.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the weapons] .,I-ARG1
253,I saw the man with the shotgun.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the shotgun] .,I-ARG1
254,I saw the man with the crucifix.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the crucifix] .,I-ARG1
255,I saw the man with the eyes.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the eyes] .,I-ARG1
256,I saw the man with the stick.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the stick] .,I-ARG1
257,I saw the man with the medals.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the medals] .,I-ARG1
258,I saw the man with the cap.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the cap] .,I-ARG1
259,I saw the man with the pipe.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the pipe] .,I-ARG1
260,I saw the man with the knives.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the knives] .,I-ARG1
261,I saw the man with the wig.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the wig] .,I-ARG1
262,I saw the man with the clipboard.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the clipboard] .,I-ARG1
263,I saw the man with the needle.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the needle] .,I-ARG1
264,I saw the man with the grenade.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the grenade] .,I-ARG1
265,I saw the man with the flask.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the flask] .,I-ARG1
266,I saw the man with the stick.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the stick] .,I-ARG1
267,I saw the man with the guns.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the guns] .,I-ARG1
268,I saw the man with the radio.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the radio] .,I-ARG1
269,I saw the man with the scars.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the scars] .,I-ARG1
270,I saw the man with the guitar.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the guitar] .,I-ARG1
271,I saw the man with the pipe.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the pipe] .,I-ARG1
272,I saw the man with the backpack.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the backpack] .,I-ARG1
273,I saw the man with the handgun.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the handgun] .,I-ARG1
274,I saw the man with the medal.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the medal] .,I-ARG1
275,I saw the man with the wallet.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the wallet] .,I-ARG1
276,I saw the man with the teeth.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the teeth] .,I-ARG1
277,I saw the man with the scarf.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the scarf] .,I-ARG1
278,I saw the man with the money.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the money] .,I-ARG1
279,I saw the man with the bag.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the bag] .,I-ARG1
280,I saw the man with the bottle.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the bottle] .,I-ARG1
281,I saw the man with the medals.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the medals] .,I-ARG1
282,I saw the man with the handcuffs.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the handcuffs] .,I-ARG1
283,I saw the man with the money.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the money] .,I-ARG1
284,I saw the man with the spear.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the spear] .,I-ARG1
285,I saw the man with the suitcase.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the suitcase] .,I-ARG1
286,I saw the man with the jacket.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the jacket] .,I-ARG1
287,I saw the man with the gloves.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the gloves] .,I-ARG1
288,I saw the man with the pistols.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the pistols] .,I-ARG1
289,I saw the man with the flask.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the flask] .,I-ARG1
290,I saw the man with the goggles.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the goggles] .,I-ARG1
291,I saw the man with the handgun.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the handgun] .,I-ARG1
292,I saw the man with the cross.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the cross] .,I-ARG1
293,I saw the man with the shoes.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the shoes] .,I-ARG1
294,I saw the man with the papers.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the papers] .,I-ARG1
295,I saw the man with the boots.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the boots] .,I-ARG1
296,I saw the man with the ring.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the ring] .,I-ARG1
297,I saw the man with the helmet.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the helmet] .,I-ARG1
298,I saw the man with the umbrella.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the umbrella] .,I-ARG1
299,I saw the man with the watch.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the watch] .,I-ARG1
300,I saw the man with the gun.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the gun] .,I-ARG1
301,I saw the man with the weapons.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the weapons] .,I-ARG1
302,I saw the man with the mask.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the mask] .,I-ARG1
303,I saw the man with the knives.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the knives] .,I-ARG1
304,I saw the man with the mustache.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the mustache] .,I-ARG1
305,I saw the man with the cigar.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the cigar] .,I-ARG1
306,I saw the man with the scar.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the scar] .,I-ARG1
307,I saw the man with the hammer.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the hammer] .,I-ARG1
308,I saw the man with the bag.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the bag] .,I-ARG1
309,I saw the man with the hair.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the hair] .,I-ARG1
310,I saw the man with the cane.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the cane] .,I-ARG1
311,I saw the man with the scars.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the scars] .,I-ARG1
312,I saw the man with the badge.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the badge] .,I-ARG1
313,I saw the man with the coat.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the coat] .,I-ARG1
314,I saw the man with the rifle.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the rifle] .,I-ARG1
315,I saw the man with the blade.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the blade] .,I-ARG1
316,I saw the man with the wallet.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the wallet] .,I-ARG1
317,I saw the man with the lantern.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the lantern] .,I-ARG1
318,I saw the man with the coat.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the coat] .,I-ARG1
319,I saw the man with the watch.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the watch] .,I-ARG1
320,I saw the man with the radio.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the radio] .,I-ARG1
321,I saw the man with the horse.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the horse] .,I-ARG1
322,I saw the man with the cane.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the cane] .,I-ARG1
323,I saw the man with the cross.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the cross] .,I-ARG1
324,I saw the man with the camera.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the camera] .,I-ARG1
325,I saw the man with the papers.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the papers] .,I-ARG1
326,I saw the man with the eyes.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the eyes] .,I-ARG1
327,I saw the man with the clothes.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the clothes] .,I-ARG1
328,I saw the man with the necklace.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the necklace] .,I-ARG1
329,I saw the man with the shirt.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the shirt] .,I-ARG1
330,I saw the man with the whip.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the whip] .,I-ARG1
331,I saw the man with the umbrella.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the umbrella] .,I-ARG1
332,I saw the man with the scissors.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the scissors] .,I-ARG1
333,I saw the man with the pistols.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the pistols] .,I-ARG1
334,I saw the man with the bow.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the bow] .,I-ARG1
335,I saw the man with the watch.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the watch] .,I-ARG1
336,I saw the man with the body.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the body] .,I-ARG1
337,I saw the man with the axe.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the axe] .,I-ARG1
338,I saw the man with the bat.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the bat] .,I-ARG1
339,I saw the man with the sunglasses.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the sunglasses] .,I-ARG1
340,I saw the man with the body.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the body] .,I-ARG1
341,I saw the man with the horse.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the horse] .,I-ARG1
342,I saw the man with the guitar.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the guitar] .,I-ARG1
343,I saw the man with the spear.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the spear] .,I-ARG1
344,I saw the man with the flashlight.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the flashlight] .,I-ARG1
345,I saw the man with the body.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the body] .,I-ARG1
346,I saw the man with the flask.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the flask] .,I-ARG1
347,I saw the man with the bow.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the bow] .,I-ARG1
348,I saw the man with the swords.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the swords] .,I-ARG1
349,I saw the man with the teeth.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the teeth] .,I-ARG1
350,I saw the man with the keys.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the keys] .,I-ARG1
351,I saw the man with the flashlight.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the flashlight] .,I-ARG1
352,I saw the man with the sunglasses.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the sunglasses] .,I-ARG1
353,I saw the man with the blade.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the blade] .,I-ARG1
354,I saw the man with the swords.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the swords] .,I-ARG1
355,I saw the man with the key.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the key] .,I-ARG1
356,I saw the man with the torch.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the torch] .,I-ARG1
357,I saw the man with the map.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the map] .,I-ARG1
358,I saw the man with the dagger.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the dagger] .,I-ARG1
359,I saw the man with the flashlight.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the flashlight] .,I-ARG1
360,I saw the man with the knife.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the knife] .,I-ARG1
361,I saw the man with the microphone.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the microphone] .,I-ARG1
362,I saw the man with the grenade.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the grenade] .,I-ARG1
